諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
7798,6,臥,,臣人,會意,臥,426,臥,吾貨,,,,,,,,,,吾貨,吾貨,吾,貨,臥,臥,寢也釋名曰臥化也精氣變化不與覺時同也說文曰休也从人臣取其伏也吾貨切一,,18612,ŋwɒh,ngwoah,疑,合,一,歌,去,見,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,nguah,ngo6,ng,o,6,wuo4,w,uo,4,去41左,53,2848,1,,1,吳貨,五貨,1,1,,五過,,魚過,,,吾貨：寢也釋名曰臥化也精氣變化不與覺時同也說文曰休也从人臣取其伏也吾貨切一,吾貨,ŋwɒh,ngwoah,nguah,吾,ngo,疑,開,一,模,平,見,遇,貨,hwoah,曉,合,一,歌,去,影,果,,,,,,,,,ŋo,ngo,hwɒh,huah,,聲旁,次級聲旁,,歌,臥
17426,27,昔,昔,言,,昔,868,昔,千過,,,,,,,,,,千過,千過,千,過,諎,諎,諎磨千過切二,,18613,tshɒh,tshoah,清,開,一,歌,去,精,果,戈>歌,去39,過,戈,戈,千過/七過,戈一>開,,,,chah,,,,,,,,,去41左,54,2849,1,,,,,,,,壯百,是,七个,,,千過：諎磨千過切二/側伯：大聲亦作唶,千過/側伯,tshɒh/tʂajk,tshoah/tsraik,chah/crak,千,tshen,清,開,四,先,平,精,山,過,kwoah,見,合,一,歌,去,見,果,,歌一合/歌一開,,,,,,,tshen,chen,kwɒh,kuah,,,,,,諎
7764,456,化,化,貝,,化,422,化,呼臥,,,,,,,,,,呼臥,呼臥,呼,臥,貨,貨,財也蔡氏化清經曰貨者化也變化反易之物故字有化也呼臥切一,,18615,hwɒh,hwoah,曉,合,一,歌,去,影,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,huah,fo3,f,o,3,huo4,h,uo,4,去42右,1,2850,1,,1,呼臥,呼臥,1,1,,呼過,,呼臥,,,呼臥：財也蔡氏化清經曰貨者化也變化反易之物故字有化也呼臥切一,呼臥,hwɒh,hwoah,huah,呼,ho,曉,開,一,模,平,影,遇,臥,ngwoah,疑,合,一,歌,去,見,果,,,,,,,,,ho,ho,ŋwɒh,nguah,,,,,,貨
7384,37,隋,隋,心,,惰,401,隋,徒臥,,,,,,,,,,徒臥,徒臥,徒,臥,惰,惰,惰懈也徒臥切四,,18616,dwɒh,dwoah,定,合,一,歌,去,端,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,duah,,,,,,,,,去42右,2,2851,1,,2,徒臥,徒臥,1,2,,徒臥,,徒果/徒果,dwoa/dwoah/dwoaq/thwoah/0,徒禾1/徒臥27/徒火1/他臥1/□臥1,徒果：上同/徒臥：惰懈也徒臥切四,徒果/徒臥,dwɒʔ/dwɒh,dwoaq/dwoah,duax/duah,徒,do,定,開,一,模,平,端,遇,臥,ngwoah,疑,合,一,歌,去,見,果,,,,,,,,,do,do,ŋwɒh,nguah,,,次級聲旁,隋省聲，惰憜與隳不同,,惰
10910,330,尃,尃,糸,,尃,567,甫,符臥,,,,,,,,,,符臥,符臥,符,臥,縛,縛,符臥切一,,18620,bɒh,boah,並,開,一,歌,去,幫,果,戈>歌,去39,過,戈,戈,,戈一>開,幫組戈一>開,,,buah,,,,,,,,,去42右,6,2852,1,,,,,,,,扶矍,是,扶玃,boah/bwjoak,扶臥4/如字3/扶略1,符臥：符臥切一/符钁：繫也符钁切一,符臥/符钁,bɒh/bwjɒk,boah/bwjoak,buah/byak,符,bwjo,並,合,三,虞,平,幫,遇,臥,ngwoah,疑,合,一,歌,去,見,果,,,,,,,,,bwjo,byo,ŋwɒh,nguah,,,,,,縛
7179,135,𣎆,𣎆,立,,䇔,393,𣎆,魯過,,,,,,,,,,魯過,魯過,魯,過,䇔,䇔,痿病也魯過切七,,18621,lwɒh,lwoah,來,合,一,歌,去,來,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,luah,,,,,,,,,去42右,7,2853,1,,4,郎過,,,,,力臥,,力臥,,,魯過：痿病也魯過切七,魯過,lwɒh,lwoah,luah,魯,loq,來,開,一,模,上,來,遇,過,kwoah,見,合,一,歌,去,見,果,,,,,,,,,loʔ,lox,kwɒh,kuah,,,次級聲旁,,,䇔
7335,216,朵,朵,木,,朵,399,朵,都唾,,,,,,,,,,都唾,都唾,都,唾,𣑫,𣑫,木本都唾切四,,18628,twɒh,twoah,端,合,一,歌,去,端,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,tuah,,,,,,,,,去42右,14,2854,1,,2,丁過,,,,,都和,,都和,,,丁戈：木𣑫也/都唾：木本都唾切四,丁戈/都唾,twɒ/twɒh,twoa/twoah,tua/tuah,都,to,端,開,一,模,平,端,遇,唾,thwoah,透,合,一,歌,去,端,果,,,,,,,,,to,to,thwɒh,thuah,,,,,,桗
7430,106,𧴪,𧴪,肉,,𧴪,405,𧴪,先臥,,,,,,,,,,先臥,先臥,先,臥,䐝,䐝,䑁膏也先臥切一,,18633,swɒh,swoah,心,合,一,歌,去,精,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,suah,,,,,,,,,去42右,19,2856,1,,1,先臥,,,,,先臥,,先臥,,,先臥：䑁膏也先臥切一,先臥,swɒh,swoah,suah,先,sen,心,開,四,先,平,精,山,臥,ngwoah,疑,合,一,歌,去,見,果,,,,,,,,,sen,sen,ŋwɒh,nguah,,,,,,䐝
10771,117,夸,夸,人,,夸,562,于,安賀,,,,,,,,,,安賀,安賀,安,賀,侉,侉,痛呼也安賀切一,,18634,ʔɒh,qoah,影,開,一,歌,去,影,果,戈>歌,去39,過,戈,戈,,戈一>開,,,,qah,,,,,,,,,去42右,20,2857,1,,1,烏佐,,,,,,,苦瓜/安賀,khwa,苦瓜2,安賀：痛呼也安賀切一,安賀,ʔɒh,qoah,qah,安,qoan,影,開,一,寒,平,影,山,賀,ghoah,匣,開,一,歌,去,影,果,,,,,,,,,ʔɒn,qan,ɦɒh,ghah,,,,,,侉
1425,261,宛,宛,水,,宛,63,夗,烏臥,,,,,,,,,,烏臥,烏臥,烏,臥,涴,涴,泥著物也亦作汚烏臥切又烏官切又於阮切一,,18635,ʔwɒh,qwoah,影,合,一,歌,去,影,果,戈>歌,去39,過,戈,戈,,戈一>合,,,,quah,,,,,,,,,去42右,21,2858,1,a汙a堁a踒,4,烏臥,烏臥,1,1,,,,,,,烏臥：泥著物也亦作汚烏臥切又烏官切又於阮切一,烏臥,ʔwɒh,qwoah,quah,烏,qo,影,開,一,模,平,影,遇,臥,ngwoah,疑,合,一,歌,去,見,果,,,,,,,,,ʔo,qo,ŋwɒh,nguah,,,,,,涴
11752,236,馬,馬,示,,馬,604,馬,莫駕,,,,,,,,,,莫駕,莫駕,莫,駕,禡,禡,師旅所止地祭名莫駕切九,,18636,mah,mah,明,開,二,麻,去,幫,假,,去40,禡,麻,麻,,,,,,mrah,,,,,,,,,去42右,22,2859,1,,7,莫駕,莫駕,1,6,,莫駕,,莫駕,mah/paik,亡駕1/馬怕1/馬嫁2/莫駕2/百1,莫駕：師旅所止地祭名莫駕切九,莫駕,mah,mah,mrah,莫,moak,明,開,一,唐,入,幫,宕,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,mɒk,mak,kah,krah,,,,,,禡
7490,165,加,加,馬,,加,409,加,古訝,,,,,,,,,,古訝,古訝,古,訝,駕,駕,行也乘也說文曰馬在軶中也古訝切十二,,18645,kah,kah,見,開,二,麻,去,見,假,,去40,禡,麻,麻,,,,,,krah,ga3,g,a,3,jia4,j,ia,4,去42右,31,2860,1,,10,古訝,古訝,1,9,,各訝,,格訝,ka/kah,加4/如字2,古訝：行也乘也說文曰馬在軶中也古訝切十二,古訝,kah,kah,krah,古,koq,見,開,一,模,上,見,遇,訝,ngah,疑,開,二,麻,去,見,假,,,,,,,,,koʔ,kox,ŋah,ngrah,,,,,,駕
10664,,亞,,亞,整體,亞,561,亞,衣嫁,,,,,,,,,,衣嫁,衣嫁,衣,嫁,亞,亞,次也就也醜也衣嫁切十,,18657,ʔah,qah,影,開,二,麻,去,影,假,,去40,禡,麻,麻,,,,,,qrah,a3,,a,3,yia4,y,ia,4,去42右,43,2861,1,,6,烏訝,烏駕,1,4,,鴉訝,,於訝,qah,一駕1/於嫁6,衣嫁：次也就也醜也衣嫁切十,衣嫁,ʔah,qah,qrah,衣,qjeoi,影,開,三,微,平,影,止,嫁,kah,見,開,二,麻,去,見,假,,,,,,,,,ʔjɤj,qioi,kah,krah,,聲旁,次級聲旁,擬爲kw-類,魚,亞
17505,21,赫,赫,口,,赫,870,赤,呼訝,,,,,,,,,,呼訝,呼訝,呼,訝,嚇,嚇,笑聲呼訝切又呼格切八,,18667,hah,hah,曉,開,二,麻,去,影,假,,去40,禡,麻,麻,,,,,,hrah,,,,,,,,,去42右,53,2862,1,,6,呼訝,呼訝,1,5,,呼駕,,呼駕/呼格,hah/haik,許嫁2/許伯1,呼訝：笑聲呼訝切又呼格切八/呼格：怒也,呼訝/呼格,hah/hajk,hah/haik,hrah/hrak,呼,ho,曉,開,一,模,平,影,遇,訝,ngah,疑,開,二,麻,去,見,假,,,,,,,,,ho,ho,ŋah,ngrah,,,,,,嚇
10576,77,牙,牙,辵,,牙,552,牙,吾駕,,,,,,,,,,吾駕,吾駕,吾,駕,迓,迓,迎也吾駕切六,,18675,ŋah,ngah,疑,開,二,麻,去,見,假,,去40,禡,麻,麻,,,,,,ngrah,nga6,ng,a,6,yia4,y,ia,4,去42左,5,2863,1,,3,吾駕,吾駕,1,3,,午嫁,,午嫁,ngah/ngjooh,五嫁3/五稼1/五駕1/魚據1,吾駕：迎也吾駕切六,吾駕,ŋah,ngah,ngrah,吾,ngo,疑,開,一,模,平,見,遇,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,ŋo,ngo,kah,krah,,,,,,迓
17754,27,宅,宅,言,,宅,883,乇,丑亞,,,,,,,,,,丑亞,丑亞,丑,亞,詫,詫,誑也丑亞切三,,18681,ʈhah,thrah,徹,開,二,麻,去,知,假,,去40,禡,麻,麻,,,,,,thrah,ca3,c,a,3,cha4,ch,a,4,去42左,11,2864,1,,1,丑亞,丑亞,1,1,,丑嫁,是,丑嫁,hah/thrah/trah,呼駕1/敕駕1/都駕1,丑亞：誑也丑亞切三,丑亞,ʈhah,thrah,thrah,丑,thrjouq,徹,開,三,尤,上,知,流,亞,qah,影,開,二,麻,去,影,假,,,,,,,,,ʈhjɤwʔ,thriux,ʔah,qrah,,,,,,詫
17713,21,乇,乇,口,,乇,883,乇,陟駕,,,,,,,,,,陟駕,陟駕,陟,駕,吒,吒,吒歎說文曰噴也叱怒也陟駕切十二,,18684,ʈah,trah,知,開,二,麻,去,知,假,,去40,禡,麻,麻,,,,,,trah,za1,z,a,1,zha1,zh,a,1,去42左,14,2865,1,,4,陟訝,陟訝,1,3,,都嫁,,知加/陟嫁,thoak,託1,陟駕：吒歎說文曰噴也叱怒也陟駕切十二,陟駕,ʈah,trah,trah,陟,trik,知,開,三,蒸,入,知,曾,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,ʈɨk,trik,kah,krah,,,,,,吒
17794,27,乍,乍,言,,乍,889,乍,側駕,,,,,,,,,,側駕,側駕,側,駕,詐,詐,僞也側駕切六,,18696,tʂah,tsrah,莊,開,二,麻,去,莊,假,,去40,禡,麻,麻,,,,,,crah,za3,z,a,3,zha4,zh,a,4,去42左,26,2866,1,,2,側訝,側訝,1,2,2𨢦,,,之訝,tsrah,側嫁1/側駕1,側駕：僞也側駕切六,側駕,tʂah,tsrah,crah,側,tsrik,莊,開,三,蒸,入,莊,曾,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,tʂɨk,crik,kah,krah,,,,,,詐
17790,,乍,,乍,整體,乍,889,乍,鋤駕,,,,,,,,,,鋤駕,鋤駕,鋤,駕,乍,乍,鋤駕切五,,18702,dʐah,dzrah,崇,開,二,麻,去,莊,假,,去40,禡,麻,麻,,,,,,zrah,za3,z,a,3,zha4,zh,a,4,去42左,32,2867,1,a夎a溠,5,鋤駕,鋤駕,1,2,,,,士嫁/士嫁,,,鋤駕：鋤駕切五,鋤駕,dʐah,dzrah,zrah,鋤,dzrjoo,崇,開,三,魚,平,莊,遇,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,dʐjɔ,zrio,kah,krah,,聲旁,次級聲旁,,魚/鐸,乍
17350,27,射,射,言,,射,861,射,辝夜,,,,,,,,,,辝夜,辝夜,辝,夜,謝,謝,辝謝又姓出陳郡會稽二望辝夜切三,,18707,zjah,zjah,邪,開,三,麻,去,精,假,,去40,禡,麻,麻,,,,,,zsiah,zé6,z,é,6,xie4,x,ie,4,去42左,37,2868,1,,3,似夜,似夜,1,2,,似夜,是,詞夜/詞夜,zjah,如字1,辝夜：辝謝又姓出陳郡會稽二望辝夜切三,辝夜,zjah,zjah,zsiah,辝,zje,邪,開,三,之,平,精,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,zjɨ,zsi,jah,jah,,,,,,謝
17101,111,客,客,骨,,客,846,各,枯駕,,,,,,,,,,枯駕,枯駕,枯,駕,髂,髂,𦝫骨枯駕切六,,18710,khah,khah,溪,開,二,麻,去,見,假,,去40,禡,麻,麻,,,,,,khrah,,,,,,,,,去42左,40,2869,1,,3,口訝,口訝,1,2,,,,口亞,khah,苦嫁1,枯駕：𦝫骨枯駕切六,枯駕,khah,khah,khrah,枯,kho,溪,開,一,模,平,見,遇,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,kho,kho,kah,krah,,,,,,髂
11311,279,叚,叚,日,,叚,582,叚,胡駕,,,,,,,,,,胡駕,胡駕,胡,駕,暇,暇,閑也書曰不敢自暇自逸俗作睱胡駕切四,,18716,ɦah,ghah,匣,開,二,麻,去,影,假,,去40,禡,麻,麻,,,,,,ghrah,ha6,h,a,6,xia2,x,ia,2,去42左,46,2870,1,,3,胡訝,胡訝,1,4,,何嫁,,何嫁,ghah,行訝1/行嫁1/遐嫁1,胡駕：閑也書曰不敢自暇自逸俗作睱胡駕切四,胡駕,ɦah,ghah,ghrah,胡,gho,匣,開,一,模,平,影,遇,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,ɦo,gho,kah,krah,,,,,,暇
17667,352,席,席,衣,,席,882,石,慈夜,,,,,,,,,,慈夜,慈夜,慈,夜,褯,褯,小兒褯慈夜切五,,18720,dzjah,dzjah,從,開,三,麻,去,精,假,,去40,禡,麻,麻,,,,,,ziah,,,,,,,,,去42左,50,2871,1,,3,慈夜,慈夜,1,4,,才夜,,才夜,,,慈夜：小兒褯慈夜切五,慈夜,dzjah,dzjah,ziah,慈,dzje,從,開,三,之,平,精,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,dzjɨ,zi,jah,jah,,,,,,褯
17770,281,亦,亦,夕,,夜,885,亦,羊謝,,,,,,,,,,羊謝,羊謝,羊,謝,夜,夜,舍也暮也君子有四時朝以聽政晝以訪問夕以修令夜以安身又姓羊謝切三,,18725,jah,yjah,以,開,三,麻,去,以,假,,去40,禡,麻,麻,,,,,,jah,yé6,y,é,6,yie4,y,ie,4,去42左,55,2872,1,,3,以謝,以射,1,3,,餘柘,,余柘,yjeek,掖1,羊謝：舍也暮也君子有四時朝以聽政晝以訪問夕以修令夜以安身又姓羊謝切三,羊謝,jah,yjah,jah,羊,yjoang,以,開,三,陽,平,以,宕,謝,zjah,邪,開,三,麻,去,精,假,,,,,,,,,jɒŋ,jang,zjah,zsiah,,,次級聲旁,,,夜
17168,79,斥,斥,走,,斥,848,屰,充夜,,,,,,,,,,充夜,充夜,充,夜,䞣,䞣,怒也一曰牽也充夜切又丑格切二,,18728,tɕhjah,tchjah,昌,開,三,麻,去,章,假,,去40,禡,麻,麻,,,,,,chjah,,,,,,,,,去42左,58,2873,1,,1,充夜,充夜,1,1,,,,尺夜/丑格,,,充夜：怒也一曰牽也充夜切又丑格切二/遷謝：䞣脚立也/丑格：半步,充夜/遷謝/丑格,tɕhjah/tshjah/ʈhajk,tchjah/tshjah/thraik,chjah/chiah/thrak,充,tchjong,昌,開,三,東,平,章,通,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,tɕhjowŋ,chjung,jah,jah,,,,,,䞣
11235,189,胥,胥,虫,,胥,578,疋,司夜,,,,,,,,,,司夜,司夜,司,夜,蝑,蝑,鹽藏蟹司夜切又司余切四,,18730,sjah,sjah,心,開,三,麻,去,精,假,,去40,禡,麻,麻,,,,,,siah,,,,,,,,,去43右,1,2874,1,,3,司夜,思夜,1,2,,思閭,,思閭/思呂,dzjooq/sjoo/sjooq,才與2/思餘1/相魚3/胥1/粟居1/先呂2/思呂1/相呂1,相居：蜙蝑蟲/司夜：鹽藏蟹司夜切又司余切四,相居/司夜,sjɔ/sjah,sjoo/sjah,sio/siah,司,sje,心,開,三,之,平,精,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,sjɨ,si,jah,jah,,,,,,蝑
17658,216,石,石,木,,石,882,石,之夜,,,,,,,,,,之夜,之夜,之,夜,柘,柘,木名亦姓之夜切七,,18734,tɕjah,tcjah,章,開,三,麻,去,章,假,,去40,禡,麻,麻,,,,,,cjah,,,,,,,,,去43右,5,2875,1,,6,之夜,之夜,1,5,,之夜,,之夜,tcjah,之夜1/止夜1/章夜4,之夜：木名亦姓之夜切七,之夜,tɕjah,tcjah,cjah,之,tcje,章,開,三,之,平,章,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,tɕjɨ,cji,jah,jah,,,,,,柘
17425,21,昔,昔,口,,昔,868,昔,子夜,,,,,,,,,,子夜,子夜,子,夜,唶,唶,歎聲子夜切二,,18741,tsjah,tsjah,精,開,三,麻,去,精,假,,去40,禡,麻,麻,,,,,,ciah,,,,,,,,,去43右,12,2876,1,,2,子夜,子夜,1,2,,子夜,,子夜,dzraik/tsjah/tsjeek/tsraik,助額1/子夜2/子亦1/側百2/莊百2,子夜：歎聲子夜切二,子夜,tsjah,tsjah,ciah,子,tsjeq,精,開,三,之,上,精,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,tsjɨʔ,cix,jah,jah,,,,,,唶
11870,21,余,余,口,,舍,613,余,始夜,,,,,,,,,,始夜,始夜,始,夜,舍,舍,屋也又姓古作舍始夜切五,,18743,ɕjah,cjah,書,開,三,麻,去,章,假,,去40,禡,麻,麻,,,,,,sjah,sé3,s,é,3,she4,sh,e,4,去43右,14,2877,1,,4,始夜,始夜,1,3,,式夜,,舒夜,cjah/cjaq/cjeek/cjoo/0,如字9/式夜2/赦23/書者1/捨141/釋11/舒1/□1,書冶：止息亦上同又音赦/始夜：屋也又姓古作舍始夜切五,書冶/始夜,ɕjaʔ/ɕjah,cjaq/cjah,sjax/sjah,始,cjeq,書,開,三,之,上,章,止,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,ɕjɨʔ,sjix,jah,jah,,,次級聲旁,與唋不同,魚,舎
17346,418,射,,弓矢又,會意,射,861,射,神夜,,,,,,,,,,神夜,神夜,神,夜,射,射,白矢參連剡注襄尺井儀射白勻參遠剡注讓尺井儀又姓三輔決錄云漢末有大鴻臚射咸本姓謝名服天子以爲將軍出征姓謝名服不祥改之爲射氏名咸神夜切又音石又音夜僕射也四,,18748,ʑjah,zcjah,船,開,三,麻,去,章,假,,去40,禡,麻,麻,,,,,,zsjah,sé6,s,é,6,she4,sh,e,4,去43右,19,2878,1,,2,神夜,神夜,1,3,,時益/時柘,,時柘/時益/亦/夜/市柘/以柘/羊益,yjah/yjeek/zcjah/zcjeek,夜9/亦33/羊石1/市夜1/社1/食夜20/神夜1/實夜1/示亦1/食亦120/神石1,羊謝：僕射/神夜：白矢參連剡注襄尺井儀射白勻參遠剡注讓尺井儀又姓三輔決錄云漢末有大鴻臚射咸本姓謝名服天子以爲將軍出征姓謝名服不祥改之爲射氏名咸神夜切又音石又音夜僕射也四/羊益：無射九月律/食亦：世本曰逢蒙作射又姓吳有中書郎射慈又神柘切又羊謝羊益二切,羊謝/神夜/羊益/食亦,jah/ʑjah/jɛk/ʑjɛk,yjah/zcjah/yjeek/zcjeek,jah/zsjah/jek/zsjek,神,zcjin,船,開,三,真A,平,章,臻,夜,yjah,以,開,三,麻,去,以,假,,,,,,,,,ʑjɨn,zsjin,jah,jah,,聲旁,次級聲旁,所从之矢爲置於弓上之橫矢（轉九十度）,魚/鐸,射
17593,272,霸,,雨革月,會意,霸,878,霸,必駕,,,,,,,,,,必駕,必駕,必,駕,霸,霸,國語曰霸把也把持諸侯之權又姓益部耆舊傳有霸相必駕切七,,18752,pah,pah,幫,開,二,麻,去,幫,假,,去40,禡,麻,麻,,,,,,prah,ba3,b,a,3,ba4,b,a,4,去43右,23,2879,1,,4,博駕,博駕,1,4,,普格,,普白/布駕/普白/布駕,phaik,匹革1,必駕：國語曰霸把也把持諸侯之權又姓益部耆舊傳有霸相必駕切七,必駕,pah,pah,prah,必,pjit,幫,開,三,真A,入,幫,臻,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,pjɨt,pjit,kah,krah,,聲旁,次級聲旁,,,霸
11689,353,巴,巴,巾,,巴,601,巴,普駕,,,,,,,,,,普駕,普駕,普,駕,帊,帊,帊幞通俗文曰帛三幅曰帊帊衣幞也普駕切二,,18759,phah,phah,滂,開,二,麻,去,幫,假,,去40,禡,麻,麻,,,,,,phrah,,,,,,,,,去43右,30,2880,1,,2,芳霸,芳霸,1,2,,普稼,,匹嫁,phah,普霸1,普駕：帊幞通俗文曰帛三幅曰帊帊衣幞也普駕切二,普駕,phah,phah,phrah,普,phoq,滂,開,一,模,上,幫,遇,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,phoʔ,phox,kah,krah,,,,,,帊
10790,47,瓠,瓠,手,,瓠,562,于,胡化,,,,,,,,,,胡化,胡化,胡,化,摦,摦,寬也大也胡化切七,,18761,ɦwah,ghwah,匣,合,二,麻,去,影,假,,去40,禡,麻,麻,,,,,,ghruah,,,,,,,,,去43右,32,2881,1,,5,胡化,胡化,1,4,,,,胡化,,,胡化：寬也大也胡化切七,胡化,ɦwah,ghwah,ghruah,胡,gho,匣,開,一,模,平,影,遇,化,hwah,曉,合,二,麻,去,影,假,,,,,,,,,ɦo,gho,hwah,hruah,,,,,,摦
7752,117,化,,人𠤎,會意,化,422,化,呼霸,,,,,,,,,,呼霸,呼霸,呼,霸,化,化,德化變化禮記曰田鼠化爲鴽紀年曰周宣王時馬化爲狐又姓呼霸切六,,18768,hwah,hwah,曉,合,二,麻,去,影,假,,去40,禡,麻,麻,,,,,,hruah,fa3,f,a,3,hua4,h,ua,4,去43右,39,2882,1,,4,霍霸,霍霸,1,4,,呼霸/呼瓜,,許罵,,,呼霸：德化變化禮記曰田鼠化爲鴽紀年曰周宣王時馬化爲狐又姓呼霸切六,呼霸,hwah,hwah,hruah,呼,ho,曉,開,一,模,平,影,遇,霸,pah,幫,開,二,麻,去,幫,假,,,幫組麻二開/麻二合,,,,,,ho,ho,pah,prah,,聲旁,次級聲旁,爲⿰人𠤎（𠤎爲倒匕，匕爲反人），可與比从北相參照；擬爲ŋw-類，其中中古讀hw-的來源於ŋhw-,歌,化
10765,78,夸,夸,足,,夸,562,于,苦化,,,,,,,,,,苦化,苦化,苦,化,跨,跨,越也又兩股閒苦化切三,,18774,khwah,khwah,溪,合,二,麻,去,見,假,,去40,禡,麻,麻,,,,,,khruah,kua1,ku,a,1,kua4,k,ua,4,去43左,1,2883,1,,1,苦化,苦化,1,1,,苦𧟶,,苦瓦/苦化,ghwaq/khoh/khwah,胡瓦1/口故1/苦故1/口化1/苦化3,苦瓜：吳人云坐/苦瓦：𦝫跨又苦化切/苦故：踞也/苦化：越也又兩股閒苦化切三,苦瓜/苦瓦/苦故/苦化,khwa/khwaʔ/khoh/khwah,khwa/khwaq/khoh/khwah,khrua/khruax/khoh/khruah,苦,khoq,溪,開,一,模,上,見,遇,化,hwah,曉,合,二,麻,去,影,假,,,,,,,,,khoʔ,khox,hwah,hruah,,,,,,跨
3836,27,夋,夋,言,,夋,193,允,所化,,,,,,,,,,所化,所化,所,化,誜,誜,枉也所化切二,,18777,ʂwah,srwah,生,合,二,麻,去,莊,假,,去40,禡,麻,麻,,,,,,sruah,,,,,,,,,去43左,4,2884,1,,1,所化,所化,1,1,,,,所化,,,所化：枉也所化切二,所化,ʂwah,srwah,sruah,所,srjooq,生,開,三,魚,上,莊,遇,化,hwah,曉,合,二,麻,去,影,假,,,,,,,,,ʂjɔʔ,sriox,hwah,hruah,,,,,,誜
17617,166,白,白,犬,,𤝡,879,白,白駕,,,,,,,,,,白駕,白駕,白,駕,𤝡,𤝡,獸名似狼白駕切六,,18779,bah,bah,並,開,二,麻,去,幫,假,,去40,禡,麻,麻,,,,,,brah,,,,,,,,,去43左,6,2885,1,,3,白駕,琶駕,3,,,蒲惡,,白駕/白駕,,,白駕：獸名似狼白駕切六,白駕,bah,bah,brah,白,baik,並,開,二,庚,入,幫,梗,駕,kah,見,開,二,麻,去,見,假,,,,,,,,,bajk,brak,kah,krah,,,次級聲旁,,,𤝡
